the	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
genetic	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
polymorphism	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
rs7997012	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
HTR2A	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
gene	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
predicts	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treatment	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
outcome	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
GAD	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
patients	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treated	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
with	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
venlafaxine	-	-	B-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
XR	-	-	I-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
Generalized	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
anxiety	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
disorder	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
GAD	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
is	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
a	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
chronic	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
psychiatric	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
disorder	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
with	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
significant	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
morbidity	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
and	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
mortality	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
Antidepressant	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
drugs	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
are	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
preferred	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
choice	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
for	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treatment	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
however	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treatment	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
response	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
is	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
often	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
variable	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
Several	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
studies	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
major	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
depression	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
have	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
implicated	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
a	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
role	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
serotonin	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
receptor	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
gene	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
HTR2A	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treatment	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
response	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
to	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
antidepressants	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
We	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
tested	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothesis	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
that	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
genetic	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
polymorphism	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
rs7997012	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
HTR2A	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
gene	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
predicts	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treatment	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
outcome	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
GAD	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
patients	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
treated	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
with	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
venlafaxine	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
XR	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
Treatment	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
response	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
was	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
assessed	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
156	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
patients	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
that	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
participated	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
in	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
a	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
6	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
month	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
open	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
label	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
clinical	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
trial	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
venlafaxine	-	-	B-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
XR	-	-	I-TRIVIAL	-	-	-	-	-	-	-	-	-	-	-	-	-
Unborn	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
children	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
are	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
exposed	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
to	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
environmental	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
pollutants	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
via	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
placenta	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
and	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
there	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
is	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
a	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
causal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
relationship	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
between	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
maternal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
intake	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
pollutants	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
and	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
fetal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
exposure	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
Placental	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
examination	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
is	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
an	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
effective	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
way	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
for	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
acquiring	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
data	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
for	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
estimating	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
fetal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
exposure	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
We	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
analyzed	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
concentrations	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
104	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
congeners	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
persistent	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
organic	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
pollutants	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
seven	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
organotin	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
compounds	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
five	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
heavy	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
metals	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
and	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
methylmercury	-	-	B-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
Unborn	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
children	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
are	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
exposed	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
to	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
environmental	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
pollutants	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
via	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
placenta	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
and	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
there	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
is	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
a	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
causal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
relationship	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
between	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
maternal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
intake	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
pollutants	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
and	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
fetal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
exposure	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
Placental	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
examination	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
is	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
an	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
effective	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
way	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
for	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
acquiring	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
data	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
for	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
estimating	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
fetal	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
exposure	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
We	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
analyzed	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
the	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
concentrations	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
104	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
congeners	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
of	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
persistent	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
organic	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
pollutants	-	-	O-SYSTEMATIC	-	-	-	-	-	-	-	-	-	-	-	-	-
